,atom1,atom2,atom3,"D(1,2)","D(2,3)","D(1,3)",A(1),A(2),A(3)
28,1,4,6,2.968292606870153,3.250657010513412,4.247292549377779,-0.9850210916107225,-0.9940583761803747,-0.4485089914741431
29,1,4,7,2.968292606870153,2.3276438731043037,3.2871256440848144,-0.9850210916107225,-0.6866330137026239,-0.9894287522355475
30,1,4,8,2.968292606870153,1.4074686497396667,3.6966645776970353,-0.9850210916107225,0.1626024920313541,-0.8498625381451296
31,1,4,9,2.968292606870153,2.3658455148212854,4.320239113752847,-0.9850210916107225,-0.7138980496969917,-0.382175966115584
32,1,4,10,2.968292606870153,3.4988142277062955,5.719117938983249,-0.9850210916107225,-0.9368719778706491,0.845087578856726
33,1,4,11,2.968292606870153,3.8304072890490364,6.361950094114225,-0.9850210916107225,-0.7720000015904702,0.9968996575159615
34,1,4,12,2.968292606870153,4.606291892618182,6.5423135051753665,-0.9850210916107225,-0.10589815116146314,0.9666137341996236
35,1,4,13,2.968292606870153,4.855152417792875,6.266112510959247,-0.9850210916107225,0.14227897827138275,0.9998542633546086
36,1,4,14,2.968292606870153,6.1557248963871,7.41449216062705,-0.9850210916107225,0.991887913286315,0.42547750974014636
37,1,4,15,2.968292606870153,4.1340359214694775,5.021208420290875,-0.9850210916107225,-0.5466455894766225,0.30393413711253076
38,1,4,16,2.968292606870153,2.868838266615948,3.9118558255641265,-0.9850210916107225,-0.9630325598073528,-0.717727441466843
39,1,5,6,2.8968096243971555,1.4228035704200364,4.247292549377779,-0.9701899297785898,0.14745312831839522,-0.4485089914741431
40,1,5,7,2.8968096243971555,1.5235501304518964,3.2871256440848144,-0.9701899297785898,0.04722862112060991,-0.9894287522355475
41,1,5,8,2.8968096243971555,2.362216120510565,3.6966645776970353,-0.9701899297785898,-0.7113518712678499,-0.8498625381451296
42,1,5,9,2.8968096243971555,3.7120802793043115,4.320239113752847,-0.9701899297785898,-0.8416377366162404,-0.382175966115584
43,1,5,10,2.8968096243971555,4.808566938288371,5.719117938983249,-0.9701899297785898,0.09602974891735408,0.845087578856726
44,1,5,11,2.8968096243971555,4.913205979805852,6.361950094114225,-0.9701899297785898,0.19946997822808127,0.9968996575159615
45,1,5,12,2.8968096243971555,6.017496157040732,6.5423135051753665,-0.9701899297785898,0.9649117769124298,0.9666137341996236
46,1,5,13,2.8968096243971555,6.32265529662973,6.266112510959247,-0.9701899297785898,0.9992211610857475,0.9998542633546086
47,1,5,14,2.8968096243971555,7.640671698221299,7.41449216062705,-0.9701899297785898,0.21169597151909875,0.42547750974014636
48,1,5,15,2.8968096243971555,5.548250715315591,5.021208420290875,-0.9701899297785898,0.7418746136713167,0.30393413711253076
49,1,5,16,2.8968096243971555,4.226424256981305,3.9118558255641265,-0.9701899297785898,-0.4670616089960777,-0.717727441466843
50,1,6,7,4.247292549377779,2.4313348185718846,3.2871256440848144,-0.4485089914741431,-0.7581937852128153,-0.9894287522355475
51,1,6,8,4.247292549377779,3.053948755300254,3.6966645776970353,-0.4485089914741431,-0.9961617314468387,-0.8498625381451296
52,1,6,9,4.247292549377779,4.51066137057527,4.320239113752847,-0.4485089914741431,-0.20036220610886377,-0.382175966115584
53,1,6,10,4.247292549377779,5.331040986524114,5.719117938983249,-0.4485089914741431,0.5799375298109555,0.845087578856726
54,1,6,11,4.247292549377779,5.097981070973093,6.361950094114225,-0.4485089914741431,0.3761078195146524,0.9968996575159615
55,1,6,12,4.247292549377779,6.641138306043624,6.5423135051753665,-0.4485089914741431,0.9366159681268831,0.9666137341996236
56,1,6,13,4.247292549377779,7.180709853489415,6.266112510959247,-0.4485089914741431,0.62354715120743,0.9998542633546086
57,1,6,14,4.247292549377779,8.509812336356186,7.41449216062705,-0.4485089914741431,-0.6098178198761601,0.42547750974014636
58,1,6,15,4.247292549377779,6.61146201683107,5.021208420290875,-0.4485089914741431,0.9465993587306915,0.30393413711253076
59,1,6,16,4.247292549377779,5.311224905800918,3.9118558255641265,-0.4485089914741431,0.5636813388347258,-0.717727441466843
60,1,7,8,3.2871256440848144,1.51790579417828,3.6966645776970353,-0.9894287522355475,0.052865876661780914,-0.8498625381451296
61,1,7,9,3.2871256440848144,2.523901939458029,4.320239113752847,-0.9894287522355475,-0.8152180616300908,-0.382175966115584
62,1,7,10,3.2871256440848144,3.5715919419776965,5.719117938983249,-0.9894287522355475,-0.9089660463249608,0.845087578856726
63,1,7,11,3.2871256440848144,3.8250388233323847,6.361950094114225,-0.9894287522355475,-0.7754011782906741,0.9968996575159615
64,1,7,12,3.2871256440848144,4.702560260113634,6.5423135051753665,-0.9894287522355475,-0.009828562023293927,0.9666137341996236
65,1,7,13,3.2871256440848144,5.007295577454962,6.266112510959247,-0.9894287522355475,0.29065048073228733,0.9998542633546086
66,1,7,14,3.2871256440848144,6.305556993636644,7.41449216062705,-0.9894287522355475,0.999749764259551,0.42547750974014636
67,1,7,15,3.2871256440848144,4.3409612990672946,5.021208420290875,-0.9894287522355475,-0.3629461293102071,0.30393413711253076
68,1,7,16,3.2871256440848144,3.096187817300496,3.9118558255641265,-0.9894287522355475,-0.9989693774998972,-0.717727441466843
69,1,8,9,3.6966645776970353,1.5000043333270756,4.320239113752847,-0.8498625381451296,0.07073287919500554,-0.382175966115584
70,1,8,10,3.6966645776970353,2.5117565566750324,5.719117938983249,-0.8498625381451296,-0.8081240601016838,0.845087578856726
71,1,8,11,3.6966645776970353,2.762980274992929,6.361950094114225,-0.8498625381451296,-0.9291784385249969,0.9968996575159615
72,1,8,12,3.6966645776970353,3.7506971352003373,6.5423135051753665,-0.8498625381451296,-0.8201607024625039,0.9666137341996236
73,1,8,13,3.6966645776970353,4.205015695571186,6.266112510959247,-0.8498625381451296,-0.48588311414604846,0.9998542633546086
74,1,8,14,3.6966645776970353,5.543062059908765,7.41449216062705,-0.8498625381451296,0.7383854489763142,0.42547750974014636
75,1,8,15,3.6966645776970353,3.717609043457907,5.021208420290875,-0.8498625381451296,-0.8386391208815646,0.30393413711253076
76,1,8,16,3.6966645776970353,2.4769596282539634,3.9118558255641265,-0.8498625381451296,-0.787143177204152,-0.717727441466843
77,1,9,10,4.320239113752847,1.402132661341289,5.719117938983249,-0.382175966115584,0.16786512742452592,0.845087578856726
78,1,9,11,4.320239113752847,2.2799923245484863,6.361950094114225,-0.382175966115584,-0.6512238357562826,0.9968996575159615
79,1,9,12,4.320239113752847,2.377300990619405,6.5423135051753665,-0.382175966115584,-0.721872726022373,0.9666137341996236
80,1,9,13,4.320239113752847,2.7050822538325905,6.266112510959247,-0.382175966115584,-0.9062325099489531,0.9998542633546086
81,1,9,14,4.320239113752847,4.043187356529498,7.41449216062705,-0.382175966115584,-0.6203600046736052,0.42547750974014636
82,1,9,15,4.320239113752847,2.352245310336488,5.021208420290875,-0.382175966115584,-0.7043087825698406,0.30393413711253076
83,1,9,16,4.320239113752847,1.3643012863733583,3.9118558255641265,-0.382175966115584,0.20503066760540342,-0.717727441466843
84,1,10,11,5.719117938983249,1.2385382513269452,6.361950094114225,0.845087578856726,0.32617843545509523,0.9968996575159615
85,1,10,12,5.719117938983249,1.357930778795443,6.5423135051753665,0.845087578856726,0.2112616346720591,0.9666137341996236
86,1,10,13,5.719117938983249,2.3322191149203793,6.266112510959247,0.845087578856726,-0.6899520355309156,0.9998542633546086
87,1,10,14,5.719117938983249,3.5397406684671084,7.41449216062705,0.845087578856726,-0.9217806110175106,0.42547750974014636
88,1,10,15,5.719117938983249,2.7663625937320653,5.021208420290875,0.845087578856726,-0.9304233326823877,0.30393413711253076
89,1,10,16,5.719117938983249,2.402117815595231,3.9118558255641265,0.845087578856726,-0.7388225672722095,-0.717727441466843
90,1,11,12,6.361950094114225,2.2694953183472357,6.5423135051753665,0.9968996575159615,-0.6432220761628643,0.9666137341996236
91,1,11,13,6.361950094114225,3.4712967317704235,6.266112510959247,0.9968996575159615,-0.9461381935071713,0.9998542633546086
92,1,11,14,6.361950094114225,4.558288384909406,7.41449216062705,0.9968996575159615,-0.15349141492847201,0.42547750974014636
93,1,11,15,6.361950094114225,4.004083041096928,5.021208420290875,0.9968996575159615,-0.650548125246604,0.30393413711253076
94,1,11,16,6.361950094114225,3.518694218030322,3.9118558255641265,0.9968996575159615,-0.9297358223295418,-0.717727441466843
95,1,12,13,6.5423135051753665,1.334469932220279,6.266112510959247,0.9666137341996236,0.23413271805733255,0.9998542633546086
96,1,12,14,6.5423135051753665,2.289044342078147,7.41449216062705,0.9666137341996236,-0.6580665085238463,0.42547750974014636
97,1,12,15,6.5423135051753665,2.412521916998889,5.021208420290875,0.9666137341996236,-0.7457937780657458,0.30393413711253076
98,1,12,16,6.5423135051753665,2.751724913576936,3.9118558255641265,0.9666137341996236,-0.9249593354824822,-0.717727441466843
99,1,13,14,6.266112510959247,1.3381681508689378,7.41449216062705,0.9998542633546086,0.23053569981341657,0.42547750974014636
100,1,13,15,6.266112510959247,1.4257994248841608,5.021208420290875,0.9998542633546086,0.14448936413220917,0.30393413711253076
101,1,13,16,6.266112510959247,2.365769642209487,3.9118558255641265,0.9998542633546086,-0.7138449178722293,-0.717727441466843
102,1,14,15,7.41449216062705,2.3980496241737788,5.021208420290875,0.42547750974014636,-0.7360749068078081,0.30393413711253076
103,1,14,16,7.41449216062705,3.59059020218125,3.9118558255641265,0.42547750974014636,-0.9008826816584031,-0.717727441466843
104,1,15,16,5.021208420290875,1.338229427265743,3.9118558255641265,0.30393413711253076,0.23047607353295727,-0.717727441466843
105,2,3,4,1.5204805161527066,1.4538098225008689,2.4291286503600444,0.05029458273418778,0.11671984369389841,-0.7567534549740785
106,2,3,5,1.5204805161527066,1.5324496729093569,2.573138356171311,0.05029458273418778,0.03833725666888975,-0.8427340797477052
107,2,3,6,1.5204805161527066,2.4311717339587484,3.663561245564211,0.05029458273418778,-0.7580874391874584,-0.8668393445049469
108,2,3,7,1.5204805161527066,2.398955814515973,3.4057524866026316,0.05029458273418778,-0.7366880048225409,-0.9653122077561728
109,2,3,8,1.5204805161527066,2.3344213415748234,3.5070303677042785,0.05029458273418778,-0.6915444541467419,-0.933967429939227
110,2,3,9,1.5204805161527066,3.5965063603447165,4.447026084924621,0.05029458273418778,-0.8982989474632,-0.2622594785831299
111,2,3,10,1.5204805161527066,4.772280586889251,5.764304728239133,0.05029458273418778,0.05985580768172117,0.8683748539182835
112,2,3,11,1.5204805161527066,4.979107048457585,6.19686130230458,0.05029458273418778,0.26356697540068225,0.9962763962593274
113,2,3,12,1.5204805161527066,5.934895955280093,6.753365161162249,0.05029458273418778,0.9399579155934868,0.8914868203736667
114,2,3,13,1.5204805161527066,6.157050105367019,6.695575479374423,0.05029458273418778,0.9920554969622654,0.9161654590722844
115,2,3,14,1.5204805161527066,7.4640012057876834,7.919420496475737,0.05029458273418778,0.380170312902999,-0.06539216829621126
116,2,3,15,1.5204805161527066,5.311114195722024,5.606329547930625,0.05029458273418778,0.5635898897031748,0.7795459485074314
117,2,3,16,1.5204805161527066,3.992000250500995,4.388534265560657,0.05029458273418778,-0.6596768714976504,-0.3182232463501576
118,2,4,5,2.4291286503600444,2.3897374332758816,2.573138356171311,-0.7567534549740785,-0.730423020346366,-0.8427340797477052
119,2,4,6,2.4291286503600444,3.250657010513412,3.663561245564211,-0.7567534549740785,-0.9940583761803747,-0.8668393445049469
120,2,4,7,2.4291286503600444,2.3276438731043037,3.4057524866026316,-0.7567534549740785,-0.6866330137026239,-0.9653122077561728
121,2,4,8,2.4291286503600444,1.4074686497396667,3.5070303677042785,-0.7567534549740785,0.1626024920313541,-0.933967429939227
122,2,4,9,2.4291286503600444,2.3658455148212854,4.447026084924621,-0.7567534549740785,-0.7138980496969917,-0.2622594785831299
123,2,4,10,2.4291286503600444,3.4988142277062955,5.764304728239133,-0.7567534549740785,-0.9368719778706491,0.8683748539182835
124,2,4,11,2.4291286503600444,3.8304072890490364,6.19686130230458,-0.7567534549740785,-0.7720000015904702,0.9962763962593274
125,2,4,12,2.4291286503600444,4.606291892618182,6.753365161162249,-0.7567534549740785,-0.10589815116146314,0.8914868203736667
126,2,4,13,2.4291286503600444,4.855152417792875,6.695575479374423,-0.7567534549740785,0.14227897827138275,0.9161654590722844
127,2,4,14,2.4291286503600444,6.1557248963871,7.919420496475737,-0.7567534549740785,0.991887913286315,-0.06539216829621126
128,2,4,15,2.4291286503600444,4.1340359214694775,5.606329547930625,-0.7567534549740785,-0.5466455894766225,0.7795459485074314
129,2,4,16,2.4291286503600444,2.868838266615948,4.388534265560657,-0.7567534549740785,-0.9630325598073528,-0.3182232463501576
130,2,5,6,2.573138356171311,1.4228035704200364,3.663561245564211,-0.8427340797477052,0.14745312831839522,-0.8668393445049469
131,2,5,7,2.573138356171311,1.5235501304518964,3.4057524866026316,-0.8427340797477052,0.04722862112060991,-0.9653122077561728
132,2,5,8,2.573138356171311,2.362216120510565,3.5070303677042785,-0.8427340797477052,-0.7113518712678499,-0.933967429939227
133,2,5,9,2.573138356171311,3.7120802793043115,4.447026084924621,-0.8427340797477052,-0.8416377366162404,-0.2622594785831299
134,2,5,10,2.573138356171311,4.808566938288371,5.764304728239133,-0.8427340797477052,0.09602974891735408,0.8683748539182835
135,2,5,11,2.573138356171311,4.913205979805852,6.19686130230458,-0.8427340797477052,0.19946997822808127,0.9962763962593274
136,2,5,12,2.573138356171311,6.017496157040732,6.753365161162249,-0.8427340797477052,0.9649117769124298,0.8914868203736667
137,2,5,13,2.573138356171311,6.32265529662973,6.695575479374423,-0.8427340797477052,0.9992211610857475,0.9161654590722844
138,2,5,14,2.573138356171311,7.640671698221299,7.919420496475737,-0.8427340797477052,0.21169597151909875,-0.06539216829621126
139,2,5,15,2.573138356171311,5.548250715315591,5.606329547930625,-0.8427340797477052,0.7418746136713167,0.7795459485074314
140,2,5,16,2.573138356171311,4.226424256981305,4.388534265560657,-0.8427340797477052,-0.4670616089960777,-0.3182232463501576
141,2,6,7,3.663561245564211,2.4313348185718846,3.4057524866026316,-0.8668393445049469,-0.7581937852128153,-0.9653122077561728
142,2,6,8,3.663561245564211,3.053948755300254,3.5070303677042785,-0.8668393445049469,-0.9961617314468387,-0.933967429939227
143,2,6,9,3.663561245564211,4.51066137057527,4.447026084924621,-0.8668393445049469,-0.20036220610886377,-0.2622594785831299
144,2,6,10,3.663561245564211,5.331040986524114,5.764304728239133,-0.8668393445049469,0.5799375298109555,0.8683748539182835
145,2,6,11,3.663561245564211,5.097981070973093,6.19686130230458,-0.8668393445049469,0.3761078195146524,0.9962763962593274
146,2,6,12,3.663561245564211,6.641138306043624,6.753365161162249,-0.8668393445049469,0.9366159681268831,0.8914868203736667
147,2,6,13,3.663561245564211,7.180709853489415,6.695575479374423,-0.8668393445049469,0.62354715120743,0.9161654590722844
148,2,6,14,3.663561245564211,8.509812336356186,7.919420496475737,-0.8668393445049469,-0.6098178198761601,-0.06539216829621126
149,2,6,15,3.663561245564211,6.61146201683107,5.606329547930625,-0.8668393445049469,0.9465993587306915,0.7795459485074314
150,2,6,16,3.663561245564211,5.311224905800918,4.388534265560657,-0.8668393445049469,0.5636813388347258,-0.3182232463501576
151,2,7,8,3.4057524866026316,1.51790579417828,3.5070303677042785,-0.9653122077561728,0.052865876661780914,-0.933967429939227
152,2,7,9,3.4057524866026316,2.523901939458029,4.447026084924621,-0.9653122077561728,-0.8152180616300908,-0.2622594785831299
153,2,7,10,3.4057524866026316,3.5715919419776965,5.764304728239133,-0.9653122077561728,-0.9089660463249608,0.8683748539182835
154,2,7,11,3.4057524866026316,3.8250388233323847,6.19686130230458,-0.9653122077561728,-0.7754011782906741,0.9962763962593274
155,2,7,12,3.4057524866026316,4.702560260113634,6.753365161162249,-0.9653122077561728,-0.009828562023293927,0.8914868203736667
156,2,7,13,3.4057524866026316,5.007295577454962,6.695575479374423,-0.9653122077561728,0.29065048073228733,0.9161654590722844
157,2,7,14,3.4057524866026316,6.305556993636644,7.919420496475737,-0.9653122077561728,0.999749764259551,-0.06539216829621126
158,2,7,15,3.4057524866026316,4.3409612990672946,5.606329547930625,-0.9653122077561728,-0.3629461293102071,0.7795459485074314
159,2,7,16,3.4057524866026316,3.096187817300496,4.388534265560657,-0.9653122077561728,-0.9989693774998972,-0.3182232463501576
160,2,8,9,3.5070303677042785,1.5000043333270756,4.447026084924621,-0.933967429939227,0.07073287919500554,-0.2622594785831299
161,2,8,10,3.5070303677042785,2.5117565566750324,5.764304728239133,-0.933967429939227,-0.8081240601016838,0.8683748539182835
162,2,8,11,3.5070303677042785,2.762980274992929,6.19686130230458,-0.933967429939227,-0.9291784385249969,0.9962763962593274
163,2,8,12,3.5070303677042785,3.7506971352003373,6.753365161162249,-0.933967429939227,-0.8201607024625039,0.8914868203736667
164,2,8,13,3.5070303677042785,4.205015695571186,6.695575479374423,-0.933967429939227,-0.48588311414604846,0.9161654590722844
165,2,8,14,3.5070303677042785,5.543062059908765,7.919420496475737,-0.933967429939227,0.7383854489763142,-0.06539216829621126
166,2,8,15,3.5070303677042785,3.717609043457907,5.606329547930625,-0.933967429939227,-0.8386391208815646,0.7795459485074314
167,2,8,16,3.5070303677042785,2.4769596282539634,4.388534265560657,-0.933967429939227,-0.787143177204152,-0.3182232463501576
168,2,9,10,4.447026084924621,1.402132661341289,5.764304728239133,-0.2622594785831299,0.16786512742452592,0.8683748539182835
169,2,9,11,4.447026084924621,2.2799923245484863,6.19686130230458,-0.2622594785831299,-0.6512238357562826,0.9962763962593274
170,2,9,12,4.447026084924621,2.377300990619405,6.753365161162249,-0.2622594785831299,-0.721872726022373,0.8914868203736667
171,2,9,13,4.447026084924621,2.7050822538325905,6.695575479374423,-0.2622594785831299,-0.9062325099489531,0.9161654590722844
172,2,9,14,4.447026084924621,4.043187356529498,7.919420496475737,-0.2622594785831299,-0.6203600046736052,-0.06539216829621126
173,2,9,15,4.447026084924621,2.352245310336488,5.606329547930625,-0.2622594785831299,-0.7043087825698406,0.7795459485074314
174,2,9,16,4.447026084924621,1.3643012863733583,4.388534265560657,-0.2622594785831299,0.20503066760540342,-0.3182232463501576
175,2,10,11,5.764304728239133,1.2385382513269452,6.19686130230458,0.8683748539182835,0.32617843545509523,0.9962763962593274
176,2,10,12,5.764304728239133,1.357930778795443,6.753365161162249,0.8683748539182835,0.2112616346720591,0.8914868203736667
177,2,10,13,5.764304728239133,2.3322191149203793,6.695575479374423,0.8683748539182835,-0.6899520355309156,0.9161654590722844
178,2,10,14,5.764304728239133,3.5397406684671084,7.919420496475737,0.8683748539182835,-0.9217806110175106,-0.06539216829621126
179,2,10,15,5.764304728239133,2.7663625937320653,5.606329547930625,0.8683748539182835,-0.9304233326823877,0.7795459485074314
180,2,10,16,5.764304728239133,2.402117815595231,4.388534265560657,0.8683748539182835,-0.7388225672722095,-0.3182232463501576
181,2,11,12,6.19686130230458,2.2694953183472357,6.753365161162249,0.9962763962593274,-0.6432220761628643,0.8914868203736667
182,2,11,13,6.19686130230458,3.4712967317704235,6.695575479374423,0.9962763962593274,-0.9461381935071713,0.9161654590722844
183,2,11,14,6.19686130230458,4.558288384909406,7.919420496475737,0.9962763962593274,-0.15349141492847201,-0.06539216829621126
184,2,11,15,6.19686130230458,4.004083041096928,5.606329547930625,0.9962763962593274,-0.650548125246604,0.7795459485074314
185,2,11,16,6.19686130230458,3.518694218030322,4.388534265560657,0.9962763962593274,-0.9297358223295418,-0.3182232463501576
186,2,12,13,6.753365161162249,1.334469932220279,6.695575479374423,0.8914868203736667,0.23413271805733255,0.9161654590722844
187,2,12,14,6.753365161162249,2.289044342078147,7.919420496475737,0.8914868203736667,-0.6580665085238463,-0.06539216829621126
188,2,12,15,6.753365161162249,2.412521916998889,5.606329547930625,0.8914868203736667,-0.7457937780657458,0.7795459485074314
189,2,12,16,6.753365161162249,2.751724913576936,4.388534265560657,0.8914868203736667,-0.9249593354824822,-0.3182232463501576
190,2,13,14,6.695575479374423,1.3381681508689378,7.919420496475737,0.9161654590722844,0.23053569981341657,-0.06539216829621126
191,2,13,15,6.695575479374423,1.4257994248841608,5.606329547930625,0.9161654590722844,0.14448936413220917,0.7795459485074314
192,2,13,16,6.695575479374423,2.365769642209487,4.388534265560657,0.9161654590722844,-0.7138449178722293,-0.3182232463501576
193,2,14,15,7.919420496475737,2.3980496241737788,5.606329547930625,-0.06539216829621126,-0.7360749068078081,0.7795459485074314
194,2,14,16,7.919420496475737,3.59059020218125,4.388534265560657,-0.06539216829621126,-0.9008826816584031,-0.3182232463501576
195,2,15,16,5.606329547930625,1.338229427265743,4.388534265560657,0.7795459485074314,0.23047607353295727,-0.3182232463501576
196,3,4,5,1.4538098225008689,2.3897374332758816,1.5324496729093569,0.11671984369389841,-0.730423020346366,0.03833725666888975
197,3,4,6,1.4538098225008689,3.250657010513412,2.4311717339587484,0.11671984369389841,-0.9940583761803747,-0.7580874391874584
198,3,4,7,1.4538098225008689,2.3276438731043037,2.398955814515973,0.11671984369389841,-0.6866330137026239,-0.7366880048225409
199,3,4,8,1.4538098225008689,1.4074686497396667,2.3344213415748234,0.11671984369389841,0.1626024920313541,-0.6915444541467419
200,3,4,9,1.4538098225008689,2.3658455148212854,3.5965063603447165,0.11671984369389841,-0.7138980496969917,-0.8982989474632
201,3,4,10,1.4538098225008689,3.4988142277062955,4.772280586889251,0.11671984369389841,-0.9368719778706491,0.05985580768172117
202,3,4,11,1.4538098225008689,3.8304072890490364,4.979107048457585,0.11671984369389841,-0.7720000015904702,0.26356697540068225
203,3,4,12,1.4538098225008689,4.606291892618182,5.934895955280093,0.11671984369389841,-0.10589815116146314,0.9399579155934868
204,3,4,13,1.4538098225008689,4.855152417792875,6.157050105367019,0.11671984369389841,0.14227897827138275,0.9920554969622654
205,3,4,14,1.4538098225008689,6.1557248963871,7.4640012057876834,0.11671984369389841,0.991887913286315,0.380170312902999
206,3,4,15,1.4538098225008689,4.1340359214694775,5.311114195722024,0.11671984369389841,-0.5466455894766225,0.5635898897031748
207,3,4,16,1.4538098225008689,2.868838266615948,3.992000250500995,0.11671984369389841,-0.9630325598073528,-0.6596768714976504
208,3,5,6,1.5324496729093569,1.4228035704200364,2.4311717339587484,0.03833725666888975,0.14745312831839522,-0.7580874391874584
209,3,5,7,1.5324496729093569,1.5235501304518964,2.398955814515973,0.03833725666888975,0.04722862112060991,-0.7366880048225409
210,3,5,8,1.5324496729093569,2.362216120510565,2.3344213415748234,0.03833725666888975,-0.7113518712678499,-0.6915444541467419
211,3,5,9,1.5324496729093569,3.7120802793043115,3.5965063603447165,0.03833725666888975,-0.8416377366162404,-0.8982989474632
212,3,5,10,1.5324496729093569,4.808566938288371,4.772280586889251,0.03833725666888975,0.09602974891735408,0.05985580768172117
213,3,5,11,1.5324496729093569,4.913205979805852,4.979107048457585,0.03833725666888975,0.19946997822808127,0.26356697540068225
214,3,5,12,1.5324496729093569,6.017496157040732,5.934895955280093,0.03833725666888975,0.9649117769124298,0.9399579155934868
215,3,5,13,1.5324496729093569,6.32265529662973,6.157050105367019,0.03833725666888975,0.9992211610857475,0.9920554969622654
216,3,5,14,1.5324496729093569,7.640671698221299,7.4640012057876834,0.03833725666888975,0.21169597151909875,0.380170312902999
217,3,5,15,1.5324496729093569,5.548250715315591,5.311114195722024,0.03833725666888975,0.7418746136713167,0.5635898897031748
218,3,5,16,1.5324496729093569,4.226424256981305,3.992000250500995,0.03833725666888975,-0.4670616089960777,-0.6596768714976504
219,3,6,7,2.4311717339587484,2.4313348185718846,2.398955814515973,-0.7580874391874584,-0.7581937852128153,-0.7366880048225409
220,3,6,8,2.4311717339587484,3.053948755300254,2.3344213415748234,-0.7580874391874584,-0.9961617314468387,-0.6915444541467419
221,3,6,9,2.4311717339587484,4.51066137057527,3.5965063603447165,-0.7580874391874584,-0.20036220610886377,-0.8982989474632
222,3,6,10,2.4311717339587484,5.331040986524114,4.772280586889251,-0.7580874391874584,0.5799375298109555,0.05985580768172117
223,3,6,11,2.4311717339587484,5.097981070973093,4.979107048457585,-0.7580874391874584,0.3761078195146524,0.26356697540068225
224,3,6,12,2.4311717339587484,6.641138306043624,5.934895955280093,-0.7580874391874584,0.9366159681268831,0.9399579155934868
225,3,6,13,2.4311717339587484,7.180709853489415,6.157050105367019,-0.7580874391874584,0.62354715120743,0.9920554969622654
226,3,6,14,2.4311717339587484,8.509812336356186,7.4640012057876834,-0.7580874391874584,-0.6098178198761601,0.380170312902999
227,3,6,15,2.4311717339587484,6.61146201683107,5.311114195722024,-0.7580874391874584,0.9465993587306915,0.5635898897031748
228,3,6,16,2.4311717339587484,5.311224905800918,3.992000250500995,-0.7580874391874584,0.5636813388347258,-0.6596768714976504
229,3,7,8,2.398955814515973,1.51790579417828,2.3344213415748234,-0.7366880048225409,0.052865876661780914,-0.6915444541467419
230,3,7,9,2.398955814515973,2.523901939458029,3.5965063603447165,-0.7366880048225409,-0.8152180616300908,-0.8982989474632
231,3,7,10,2.398955814515973,3.5715919419776965,4.772280586889251,-0.7366880048225409,-0.9089660463249608,0.05985580768172117
232,3,7,11,2.398955814515973,3.8250388233323847,4.979107048457585,-0.7366880048225409,-0.7754011782906741,0.26356697540068225
233,3,7,12,2.398955814515973,4.702560260113634,5.934895955280093,-0.7366880048225409,-0.009828562023293927,0.9399579155934868
234,3,7,13,2.398955814515973,5.007295577454962,6.157050105367019,-0.7366880048225409,0.29065048073228733,0.9920554969622654
235,3,7,14,2.398955814515973,6.305556993636644,7.4640012057876834,-0.7366880048225409,0.999749764259551,0.380170312902999
236,3,7,15,2.398955814515973,4.3409612990672946,5.311114195722024,-0.7366880048225409,-0.3629461293102071,0.5635898897031748
237,3,7,16,2.398955814515973,3.096187817300496,3.992000250500995,-0.7366880048225409,-0.9989693774998972,-0.6596768714976504
238,3,8,9,2.3344213415748234,1.5000043333270756,3.5965063603447165,-0.6915444541467419,0.07073287919500554,-0.8982989474632
239,3,8,10,2.3344213415748234,2.5117565566750324,4.772280586889251,-0.6915444541467419,-0.8081240601016838,0.05985580768172117
240,3,8,11,2.3344213415748234,2.762980274992929,4.979107048457585,-0.6915444541467419,-0.9291784385249969,0.26356697540068225
241,3,8,12,2.3344213415748234,3.7506971352003373,5.934895955280093,-0.6915444541467419,-0.8201607024625039,0.9399579155934868
242,3,8,13,2.3344213415748234,4.205015695571186,6.157050105367019,-0.6915444541467419,-0.48588311414604846,0.9920554969622654
243,3,8,14,2.3344213415748234,5.543062059908765,7.4640012057876834,-0.6915444541467419,0.7383854489763142,0.380170312902999
244,3,8,15,2.3344213415748234,3.717609043457907,5.311114195722024,-0.6915444541467419,-0.8386391208815646,0.5635898897031748
245,3,8,16,2.3344213415748234,2.4769596282539634,3.992000250500995,-0.6915444541467419,-0.787143177204152,-0.6596768714976504
246,3,9,10,3.5965063603447165,1.402132661341289,4.772280586889251,-0.8982989474632,0.16786512742452592,0.05985580768172117
247,3,9,11,3.5965063603447165,2.2799923245484863,4.979107048457585,-0.8982989474632,-0.6512238357562826,0.26356697540068225
248,3,9,12,3.5965063603447165,2.377300990619405,5.934895955280093,-0.8982989474632,-0.721872726022373,0.9399579155934868
249,3,9,13,3.5965063603447165,2.7050822538325905,6.157050105367019,-0.8982989474632,-0.9062325099489531,0.9920554969622654
250,3,9,14,3.5965063603447165,4.043187356529498,7.4640012057876834,-0.8982989474632,-0.6203600046736052,0.380170312902999
251,3,9,15,3.5965063603447165,2.352245310336488,5.311114195722024,-0.8982989474632,-0.7043087825698406,0.5635898897031748
252,3,9,16,3.5965063603447165,1.3643012863733583,3.992000250500995,-0.8982989474632,0.20503066760540342,-0.6596768714976504
253,3,10,11,4.772280586889251,1.2385382513269452,4.979107048457585,0.05985580768172117,0.32617843545509523,0.26356697540068225
254,3,10,12,4.772280586889251,1.357930778795443,5.934895955280093,0.05985580768172117,0.2112616346720591,0.9399579155934868
