atom_name,key,0
-10,20718791.156997383,1
-10,21403981.028164092,1
-10,21403994.717063013,1
-10,21404015.028164092,1
-10,21404015.74563795,1
-10,21404024.288941327,1
-10,21404028.32026216,1
-10,21404031.99318038,1
-10,21404058.796342082,1
-10,21404062.32026216,1
-10,21404067.537591103,1
-10,21404068.89323124,1
-10,21404079.32026216,1
-10,21404080.307602316,1
-10,21404082.80720774,1
-10,21404098.82478315,1
-10,21407719.986398317,1
-10,21407735.040033437,1
-10,21409652.1531516,1
-10,21409656.394854285,1
-10,21409666.07206751,1
-10,22013654.524501655,1
-10,22663050.30354476,2
-10,22663052.126546618,1
-10,22663074.79452669,1
-10,22663084.600055523,2
-10,22663086.0152738,1
-10,22663088.868512876,1
-10,22663089.737114485,1
-10,22663132.62392687,1
-10,22663138.500025887,1
-10,22663142.868512876,1
-10,22663154.54350344,1
-10,22663159.352021705,1
-10,22663167.549568936,1
-10,22666998.531048443,1
-10,22668997.9473312,1
-10,23096727.913254067,1
-10,23308569.913254067,1
-10,23308595.314930826,1
-10,23922096.56088928,1
-10,23922102.827568527,1
-10,23922127.382151045,1
-10,23922134.673331153,1
-10,23922146.580160476,1
-10,23922149.2550727,1
-10,23922176.84800476,1
-10,23922182.91116972,1
-10,23922196.402959984,1
-10,23922218.740364745,1
-10,23922226.61777832,1
-10,23928407.350913618,1
-10,23928433.056137707,1
-10,24379916.303956598,1
-10,24379918.181627814,1
-10,24603474.263245568,1
-10,24603489.60747931,1
-10,24603543.875351053,1
-10,25181146.24432241,1
-10,25181146.97911629,1
-10,25181199.14591155,1
-10,25181214.013942704,2
-10,25181220.078975108,1
-10,25181232.271224912,1
-10,25181258.58214097,1
-10,25181265.224498115,1
-10,25187764.01314021,1
-10,25187783.945850987,1
-10,25898437.697919104,1
-10,25898451.82276612,1
-10,26440254.217892326,1
-10,26440286.029638525,1
-10,26440292.00343078,1
-10,26440294.607085068,1
-10,26440301.085743863,2
-10,26440317.979905706,1
-10,26440320.177325577,1
-10,26440322.445376825,1
-10,26440367.79490692,1
-10,26447146.334144745,1
-10,26447234.79490692,1
-10,26943952.704335373,1
-10,27193325.72502139,1
-10,27193329.72388878,1
-10,27193333.753765464,1
-10,27193390.704335373,1
-10,27193401.307830427,1
-10,27699305.54775384,1
-10,27699319.160502706,1
-10,27699356.32662071,1
-10,27699363.089826904,1
-10,27699401.81470402,1
-10,27699410.455102317,1
-10,27699414.098416526,1
-10,27706585.846947927,1
-10,27706608.96290207,1
-10,28488227.368528098,1
-10,28488228.411272798,1
-10,28488286.425947722,1
-10,28488294.930897113,1
-10,28490754.96290207,1
-10,28958399.62662136,1
-10,28958412.281599954,1
-10,28958413.929967016,1
-10,28958430.20775791,1
-10,28958492.146671418,1
-10,28965942.09936765,1
-10,28965969.487793665,1
-10,28965996.52780995,1
-10,29512483.745211523,1
-10,29512550.533319693,1
-10,30217404.718206607,1
-10,30217414.80800601,1
-10,30217423.183071177,1
-10,30217431.921974093,1
-10,30217433.041397925,1
-10,30217433.534734085,1
-10,30217434.40560652,1
-10,30217453.55190915,1
-10,30217464.29477013,1
-10,30217465.308507614,1
-10,30217469.89101546,1
-10,30217474.971541464,1
-10,30217478.925469894,1
-10,30217479.693811506,1
-10,30217479.719949864,1
-10,30217484.884539813,1
-10,30217490.216862116,1
-10,30217491.920376692,1
-10,30217492.434182167,1
-10,30217518.466740698,1
-10,30217524.158017166,1
-10,30217528.258830536,1
-10,30217529.08076387,1
-10,30217541.38670026,1
-10,30222778.136028938,1
-10,30222782.376120757,1
-10,30225317.89101546,1
-10,30225326.925469894,1
-10,30225330.929774936,1
-10,30225340.935021184,1
-10,30225376.258830536,2
-10,30225397.675088406,1
-10,30795630.68573873,1
-10,30795649.351545703,1
-10,31078086.68573873,2
-10,31078091.255872894,1
-10,31078145.08076387,1
-10,31078160.947811857,1
-10,31476558.71335664,1
-10,32078827.89312241,1
-10,32375826.449526776,1
-10,32375858.048752353,1
-10,32735611.189685013,1
-10,32735679.657464154,1
-10,32744147.09184755,1
-10,33362042.255120747,1
-10,33667874.27980044,1
-10,33994578.689819925,1
-10,33994584.375444174,1
-10,33994597.53542378,1
-10,33994602.49042517,1
-10,33994604.877909966,1
-10,33994605.81742703,1
-10,33994638.226167545,1
-10,33994655.20595507,1
-10,33994668.27604823,1
-10,33994670.62010729,1
-10,33994700.19698059,1
-10,33994751.824353404,1
-10,34003525.08911528,1
-10,34003537.403072454,1
-10,34962792.276373595,1
-10,34962799.14535236,1
-10,34965869.67689883,1
-10,35253605.24154998,1
-10,35253650.77600701,1
-10,35253656.740439475,1
-10,35253657.33987919,1
-10,35253689.912648134,1
-10,35253695.977227345,1
-10,35253700.40053239,1
-10,35253718.36106963,1
-10,35253744.54691637,1
-10,35253762.414997354,1
-10,35253763.4898924,1
-10,35259766.55061368,1
-10,35262894.7530058,1
-10,35925148.20924598,1
-10,35928241.298518375,1
-10,36257713.24367441,1
-10,36257773.298518375,1
-10,36257775.97617299,1
-10,36512662.50426749,1
-10,36512663.56971862,1
-10,36512663.66141665,1
-10,36512666.84094014,1
-10,36512668.62101233,1
-10,36512719.63435433,1
-10,36512721.66141665,1
-10,36512748.698218904,1
-10,36512751.508709736,1
-10,36512755.62101233,1
-10,36512756.12711586,1
-10,36512783.042132325,1
-10,36512835.600188605,1
-10,36519043.96313559,1
-10,36522250.0804856,1
-10,36522277.44381894,1
-10,36522348.49655273,1
-10,37208169.941728726,1
-10,37552695.19036316,1
-10,37552741.516022,1
-10,37552752.72709165,1
-9,1259058.336052006,1
-9,1259059.3728734397,1
-9,1259059.6076528067,1
-9,1259060.2906662652,1
-9,1259061.054240866,1
-9,1259062.0039481176,2
-9,1259062.517722175,1
-9,1259062.5540800318,2
-9,1259063.3358555066,1
-9,1259063.5836510388,1
-9,1259063.8549874544,1
-9,1259064.1917440165,1
-9,1259064.3999207427,1
-9,1259064.6446217042,1
-9,1259064.6499373855,1
-9,1259064.817928306,2
-9,1259279.8168723555,1
-9,1259280.0039481176,1
-9,1259390.5836246095,1
-9,1259391.2017254182,1
-9,1259392.067896938,1
-9,1259392.4153529338,2
-9,1283150.5487929168,1
-9,1283152.7333231766,1
-9,1283153.9942921512,1
-9,1283154.4153529338,1
-9,1294919.0140795957,1
-9,1294920.517722175,1
-9,1294920.5536292638,1
-9,1294920.8168723555,1
-9,1294921.5171440064,1
-9,1294922.067080656,1
-9,1294922.1917440165,1
-9,1294922.6499373855,1
-9,1294923.067896938,1
-9,1295032.4495049163,1
-9,1295033.8662189697,1
-9,1295035.7006630234,1
-9,1295035.73334993,1
-9,1295037.4412430325,1
-9,1306802.9127624724,1
-9,1306912.0987752464,1
-9,2518120.454473288,1
-9,2518120.568996499,1
-9,2518122.046531913,1
-9,2518122.062801144,1
-9,2518122.1185374903,1
-9,2518122.137821236,1
-9,2518124.633744711,1
-9,2518126.1916761636,1
-9,2518127.301462027,1
-9,2518128.1673020776,3
-9,2518129.7998414855,2
-9,2518130.2892434085,3
-9,2518130.299874771,2
-9,2518130.635856612,1
-9,2518558.541787254,1
-9,2518562.1916761636,1
-9,2518777.7647434645,1
-9,2518778.0975858336,1
-9,2518781.166888838,1
-9,2518783.4034508364,1
-9,2518783.7998414855,1
-9,2518785.8307058676,2
-9,2518786.46669986,1
-9,2518787.882486065,1
-9,2566310.5510269785,1
-9,2589838.1185374903,1
-9,2589838.137821236,1
-9,2589839.833495797,1
-9,2589844.1673020776,1
-9,2589845.918485312,1
-9,2589848.5510269785,1
-9,2590074.46669986,1
-9,2613821.3712205645,1
-9,2613822.7324379394,1
-9,2613825.31566331,1
-9,2613826.401326047,1
-9,2613827.0189999687,2
-9,3777177.0468620365,1
-9,3777180.933529963,1
-9,3777181.110931239,1
-9,3777181.3161189016,1
-9,3777183.3033589046,1
-9,3777184.312680881,1
-9,3777186.2089127866,1
-9,3777186.9358829707,1
-9,3777187.8907075385,1
-9,3777188.7869492304,3
-9,3777191.2555977716,2
-9,3777191.6115053124,1
-9,3777192.0075665195,1
-9,3777194.201241968,1
-9,3777194.57523205,2
-9,3777197.291018599,1
-9,3777198.457457866,1
-9,3778169.779466721,1
-9,3778172.707180707,1
-9,3778176.953146059,2
-9,3778177.4537849184,1
-9,3778180.20004979,1
-9,3849458.250333257,1
-9,3884757.594201716,1
-9,3884766.0075665195,1
-9,3884766.787514245,1
-9,3884768.57523205,1
-9,3884769.1997622284,1
-9,3884769.3777279677,1
-9,3884773.326540468,2
-9,3885110.028499953,2
-9,3920412.4739651373,1
-9,3920728.884010308,1
-9,3920730.5356356334,1
-9,3920731.2073453185,1
-9,3920742.457457866,1
-9,5036241.398946628,1
-9,5036242.088158536,1
-9,5036242.137992998,1
-9,5036245.028908852,1
-9,5036245.795281376,1
-9,5036247.902380424,1
-9,5036250.267489422,1
-9,5036250.576018798,1
-9,5036251.79934999,1
-9,5036252.11889391,1
-9,5036253.383352327,1
-9,5036253.795281376,1
-9,5036255.771150639,1
-9,5036256.343422026,1
-9,5036257.795281376,1
-9,5036261.599749542,1
-9,5036263.271587752,1
-9,5036263.3880247995,1
-9,5036264.943277155,1
-9,5037563.333777676,1
-9,5037563.3407970285,1
-9,5037563.942907609,1
-9,5037570.977168605,1
-9,5037572.661411735,1
-9,5037572.943277155,1
-9,5037576.76497213,1
-9,5132168.789263728,1
-9,5132176.241111227,1
-9,5132177.068576026,1
-9,5179677.398946628,1
-9,5179683.79934999,1
-9,5179684.049265641,1
-9,5179688.241111227,1
-9,5179689.383352327,1
-9,5179689.9332927065,1
-9,5179692.836970624,1
-9,5180146.977168605,1
-9,5180148.76497213,1
-9,5227216.96528685,1
-9,5227643.742441129,1
-9,5227661.802652094,1
-9,6295302.038264033,1
-9,6295305.019175521,1
-9,6295305.255615096,2
-9,6295306.172264841,2
-9,6295306.176607044,1
-9,6295306.536136065,2
-9,6295306.616329783,1
-9,6295307.4930811385,1
-9,6295307.49410172,1
-9,6295312.366309079,1
-9,6295313.467599494,1
-9,6295313.470023498,1
-9,6295313.817845898,1
-9,6295314.999187487,1
-9,6295315.019175521,1
-9,6295315.864367199,1
-9,6295316.172264841,1
-9,6295319.39782558,1
-9,6295320.255615096,1
-9,6295327.223108521,1
-9,6296949.999187487,1
-9,6296954.39782558,1
-9,6296954.417222096,1
-9,6296962.223108521,1
-9,6296966.076764669,2
-9,6296967.66674965,1
-9,6296971.206215163,1
-9,6415232.877567446,1
-9,6415765.178634511,1
-9,6474603.467599494,1
-9,6474607.711663571,1
-9,6474610.551389035,1
-9,6474611.5857200315,1
-9,6474612.666615883,1
-9,6474617.223108521,1
-9,6474621.429096444,1
-9,6475174.428737651,1
-9,6475176.918123048,1
-9,6475182.503315117,1
-9,6534021.456608563,1
-9,6534560.169849615,1
-9,7554362.867059926,1
-9,7554362.871765941,1
-9,7554366.156725959,1
-9,7554369.191697367,1
-9,7554369.8268431155,1
-9,7554371.2189240055,1
-9,7554376.768020616,1
-9,7554378.678340865,1
-9,7554380.10633305,1
-9,7554380.867059926,1
-9,7554380.871765941,1
-9,7554383.904386081,1
-9,7554388.129924727,1
-9,7554392.899624312,2
-9,7554393.907569837,1
-9,7554397.914915732,1
-9,7556330.972430089,1
-9,7556335.294230394,1
-9,7556338.364028198,1
-9,7556339.113166157,1
-9,7556342.688421156,1
-9,7556345.51448518,1
-9,7556352.1504641,1
-9,7556352.210352509,1
-9,7556356.965752908,1
-9,7698933.40009958,1
-9,7698933.653080936,1
-9,7769515.080668016,1
-9,7769521.611928454,1
-9,7769524.361119393,1
-9,7769529.453996285,1
-9,7769531.023688707,1
-9,7769541.907569837,1
-9,7769547.653080936,1
-9,7770223.647458196,1
-9,7840814.503678186,1
-9,7841480.503678186,1
-9,7841499.653080936,1
-9,8813410.333938597,1
-9,8813418.9097334,1
-9,8813419.971033707,1
-9,8813421.200398022,2
-9,8813423.253569646,1
-9,8813429.195122823,1
-9,8813430.712832712,1
-9,8813430.891742408,1
-9,8813432.9097334,1
-9,8813433.25541134,1
-9,8813433.971033707,1
-9,8813434.579165742,1
-9,8813444.170866571,1
-9,8813451.08555727,1
-9,8813455.342208115,1
-9,8813456.799445199,1
-9,8813460.389337307,1
-9,8815724.676602125,1
-9,8815736.600232711,1
-9,8815737.650088316,1
-9,8815740.08555727,1
-9,8815760.088701228,1
-9,8981324.439251987,1
-9,8982086.907470537,1
-9,9064442.047249863,1
-9,9064442.131211525,1
-9,9064454.055117095,1
-9,9064463.214698592,1
-9,9065238.818755683,1
-9,9147617.08762455,1
-9,9147627.6790434,1
-9,9148389.389337307,2
-9,9148408.904641164,1
-9,9148411.06649989,1
-9,10072477.43579082,1
-9,10072480.10975281,1
-9,10072481.727243043,1
-9,10072489.774224022,1
-9,10072490.475623745,1
-9,10072501.534978844,1
-9,10072502.148159191,1
-9,10072502.265104303,1
-9,10072503.03158494,2
-9,10072507.1417774,2
-9,10072507.432640254,2
-9,10072507.766704654,1
-9,10072520.26265324,1
-9,10072520.533952132,2
-9,10072522.199365942,2
-9,10072524.199499084,1
-9,10072525.543426448,1
-9,10072526.30209978,1
-9,10072527.543175504,2
-9,10075109.635242451,1
-9,10075115.390343335,1
-9,10075127.667555353,1
-9,10075136.26265324,1
-9,10075138.199365942,1
-9,10075140.20838949,1
-9,10075141.543426448,1
-9,10075146.88655431,1
-9,10075148.86679944,2
-9,10265227.137152052,1
-9,10265245.204107914,1
-9,10359371.1417774,1
-9,10359371.432640254,1
-9,10359384.26265324,1
-9,10360272.539055357,1
-9,10360286.95433721,1
-9,10360292.86679944,1
-9,10455277.635242451,1
-9,10455311.075999875,1
-9,11331533.626093615,1
-9,11331537.240264673,1
-9,11331545.545129795,1
-9,11331550.383885799,1
-9,11331550.615996387,1
-9,11331551.024468055,2
-9,11331561.108015059,1
-9,11331567.798537478,1
-9,11331570.364030255,1
-9,11331570.982663374,1
-9,11331575.766793314,1
-9,11331576.670492541,1
-9,11331577.105729306,1
-9,11331578.02269956,1
-9,11331593.611072442,1
-9,11331593.873055799,1
-9,11334509.169749236,1
-9,11334518.716086045,1
-9,11334518.750999771,1
-9,11334520.12154212,1
-9,11334523.252621487,1
-9,11334532.849436468,1
-9,11334536.611072442,1
-9,11334539.738176404,1
-9,11334548.971187294,1
-9,11547377.12671636,1
-9,11548378.792500261,1
-9,11654280.958925195,1
-9,11654281.030355955,1
-9,11654283.02584339,1
-9,11654292.986720286,1
-9,11654302.252859348,1
-9,11654304.69488709,1
-9,11655319.859438177,1
-9,11761239.421895413,1
-9,11762176.666846368,1
-9,11762193.045544246,1
-9,11762221.25551728,1
-9,11762222.30596721,1
-9,11762225.611072442,1
-9,11762231.599908588,1
-9,12590591.648761999,1
-9,12590591.906662652,1
-9,12590593.564461177,1
-9,12590609.690957226,1
-9,12590613.344529683,1
-9,12590615.269321747,1
-9,12590627.168723555,1
-9,12590627.81740878,1
-9,12590629.039481176,1
-9,12590631.6231641,1
-9,12590634.118785445,1
-9,12590634.536292639,1
-9,12590649.987752466,1
-9,12593880.350229664,1
-9,12593911.33969923,1
-9,12593912.358555065,1
-9,12593928.942921514,3
-9,12593943.412430326,1
-9,12830453.592426559,1
-9,12831541.017254183,1
-9,12831543.592426559,1
-9,12949188.88590805,1
-9,12949199.140795955,2
-9,12949199.54240866,2
-9,12949203.167478986,1
-9,12949246.755134892,1
-9,13069139.094999844,1
-9,13069153.913217125,1
-9,13849650.913638199,1
-9,13849651.838494133,1
-9,13849652.25441001,1
-9,13849654.1106329,1
-9,13849667.662864527,1
-9,13849668.417063007,1
-9,13849669.319450784,1
-9,13849672.242186146,1
-9,13849672.76235321,1
-9,13849675.579499342,2
-9,13849677.687023783,2
-9,13849678.479829896,2
-9,13849681.76005295,1
-9,13849691.061960647,1
-9,13849695.076958254,1
-9,13849698.089921903,1
-9,13849703.875216275,1
-9,13849705.242186146,1
-9,13849706.694410572,1
-9,13849712.404861998,1
-9,13849721.090838745,1
-9,13849725.746866316,1
-9,13849730.344012175,1
-9,13852049.44220816,1
-9,13853300.94322283,1
-9,13853302.592995925,2
-9,13853309.404861998,1
-9,13853311.737887217,1
-9,13853312.08652771,2
-9,13853313.2189796,2
-9,13853330.06684923,1
-9,14114682.91788861,1
-9,14114687.68858407,1
-9,14114690.066554941,1
-9,14244121.394241905,1
-9,14244141.93719183,1
-9,14244146.68858407,1
-9,14244159.149311239,1
-9,14245379.419870706,1
-9,14374829.198523922,1
-9,14374848.404538838,1
-9,14376049.707293257,1
-9,14376069.404538838,1
-9,15108724.335516222,1
-9,15108724.355058713,1
-9,15108724.37178401,1
-9,15108727.120646596,1
-9,15108730.86308966,1
-9,15108731.16089844,1
-9,15108733.44602125,1
-9,15108735.207826104,1
-9,15108737.086726554,2
-9,15108739.385844126,1
-9,15108757.39804997,1
-9,15108758.772110894,1
-9,15108760.213435618,1
-9,15108773.086726554,1
-9,15108775.385844126,1
-9,15108780.893979859,1
-9,15108786.73546045,1
-9,15108789.953149669,1
-9,15108791.814763254,1
-9,15111343.443724956,1
-9,15112654.065390116,1
-9,15112656.620275596,1
-9,15112679.226332314,1
-9,15112684.818707006,1
-9,15112698.003495315,1
-9,15112704.893979859,1
-9,15112705.420705019,1
-9,15112710.799248625,1
-9,15112719.984235205,1
-9,15397843.799878119,1
-9,15397876.294916391,1
-9,15539066.723333683,1
-9,15539067.030266078,1
-9,15539079.799048914,1
-9,15540414.003495315,1
-9,15540435.984235205,1
-9,15682930.013688039,1
-9,16367759.47773298,1
-9,16367776.232784133,2
-9,16367784.26053752,1
-9,16367787.378629839,1
-9,16367788.905885965,1
-9,16367794.649856355,1
-9,16367795.264599249,3
-9,16367797.647888586,1
-9,16367816.615758685,1
-9,16367825.19718043,1
-9,16367827.565163046,1
-9,16367833.506239578,1
-9,16367834.264599249,1
-9,16367836.647888586,1
-9,16367840.689164637,1
-9,16367854.63306798,1
-9,16367855.865912141,1
-9,16372069.24519334,1
-9,16372071.560764864,1
-9,16372071.597887468,1
-9,16372083.034346508,1
-9,16372089.587119924,1
-9,16372103.380082155,1
-9,16372103.44918601,1
-9,16372103.463632923,1
-9,16372107.925797967,2
-9,16372126.736159423,2
-9,16680969.13430792,1
-9,16680984.650325283,1
-9,16833959.474335346,1
-9,16833969.02161715,1
-9,16833970.805794492,1
-9,16833975.636405207,1
-9,16833981.650325283,1
-9,16833989.033611488,1
-9,16833991.722872082,1
-9,16833994.533201296,1
-9,16834006.380082153,1
-9,16835476.53354909,1
-9,16989840.891408037,1
-9,17626834.3471721,2
-9,17626843.400796045,1
-9,17626843.575509146,1
-9,17626844.293454133,1
-9,17626855.85369146,1
-9,17626859.094499726,1
-9,17626863.792510778,1
-9,17626880.489968512,1
-9,17626882.942067415,1
-9,17626888.24811045,1
-9,17626888.757120445,1
-9,17626896.1927896,2
-9,17626897.11023419,2
-9,17626901.082341556,1
-9,17626905.434484992,1
-9,17626909.939129185,1
-9,17626911.68441623,1
-9,17626911.699027237,1
-9,17626921.778674614,1
-9,17626929.80147004,2
-9,17631439.777050447,1
-9,17631457.80613173,1
-9,17631461.349280134,1
-9,17631492.598890398,1
-9,17631521.177402455,1
-9,18128862.025463942,1
-9,18128911.343889296,1
-9,18130464.637511365,1
-9,18130491.824155856,1
-9,18130517.13299978,1
-9,18296749.30094482,1
-9,18885908.679414853,1
-9,18885916.8918149,1
-9,18885921.474307284,1
-9,18885949.5931016,1
-9,18885952.304438956,1
-9,18885953.679414853,1
-9,18885957.76711005,1
-9,18885967.75476558,1
-9,18885975.006209843,2
-9,18885983.669325564,1
-9,18885990.455092996,2
-9,18885996.28728933,1
-9,18890852.897333603,1
-9,18890855.35265177,1
-9,18890856.27338376,1
-9,18890867.509548843,1
